title,bedrooms,price,post_time,location
**BEAUTIFUL SUNNY 3 BED/ 1 BATH APT IN PRIME PARK SLOPE**NO FEE**,3,4000.0,1/24,other
"Renovated, 1 Bedroom Unit in Downtown Yonkers",1,1675.0,1/24,other
"3 bedroom available today CVR, Sec 8 welcome",3,2400.0,1/24,other
Rare 3 Bed in luxury building,3,3695.0,1/24,brooklyn
Gorgeous 3 bedroom apartment available in prime Stuyvesant Heights!!!,3,3175.0,1/24,bed stuy
"1 bedroom available today CVR, Sec 8 welcome",1,1550.0,1/24,other
Newly renovated 3 bedroom on the Bed Stuy/ Bushwick border.,3,3150.0,1/24,brooklyn
"Large sunny 4bed/2bath w/ great living room, a/c, dishwasher w/d hooku",4,3400.0,1/24,buschwick
"Westchester Apartments Studio 1 , 2 & 3 Bedroom",3,1800.0,1/24,other
"Sunny large 2br  apartment, New bathroom and kitchen!",2,2100.0,1/24,other
Short term rental  Spacious 3 bed/ 2 bath apt in Bushwick,3,3300.0,1/24,buschwick
"Riverdale 2 bedroom ""AS-IS""",2,2100.0,1/24,other
Spacious 3 bed 3 bath apt in Williamsburg,3,4800.0,1/24,other
Spacious 2 bed 1.5 bath duplex in Bushwick,2,2900.0,1/24,buschwick
Spacious 4 bed 2 bath apt in Ridgewood,4,3800.0,1/24,other
extremely xl 2 bedroom apt.utilities includ. no fee w/d in unit,2,2798.0,1/24,crown heights
Spacious Sun Drenched Renovated 2 Bedroom* Private Backyard* Asap move,2,2800.0,1/24,other
3 bedroom for rent,3,2500.0,1/24,other
"Huge, 3 bed 1 bath, renovated, elevator, laundry, kings size bedroooms",3,3300.0,1/24,other
"Brand New, 2 flex 3 bed 2bath, w/d in unit, private roof terrace",3,4245.0,1/24,bed stuy
"2bed 2bath duplex, private roof terrace, laundry,",2,3399.0,1/24,crown heights
"Huge 3 bedroom 1.5 bath plus H/O private outdoor, w/d & 1 parking spot",3,3200.0,1/24,other
Immaculate Brand New and Very Spacious 2.5 Bedroom Apt,5,2300.0,1/24,other
"Luxury 2BR,2Bth$2700,Hardwd,W/D,Terr,Dwntwn",2,2700.0,1/24,other
"*STUNNING DUPLEX “2 BR. / 2 BTH."" + ROOF DECK / WEST 46 ST. & 9 AV.",2,4250.0,1/24,other
"Luxury 1 BR(800sf),$2118,Hardwd,W/D,Terr,Dwntwn",1,2118.0,1/24,other
***1Bedroom Apartment  Ready ⚡️⚡️⚡️⚡️,1,1750.0,1/24,other
4/5 Bedroom Apartment for Rent- Direct from Owner- No Broker Fees,5,3400.0,1/24,other
Large Sunny 1 BR-650 SQFT-W/D in the unit.UWS-West72 ST,1,2827.0,1/24,other
Newly Renovated 2 BR Garden,2,3400.0,1/24,other
2/3 Bedroom Flex with Butler pantry,3,2600.0,1/24,other
Newly renovated 2 bedroom in Prime Bedstuy - sweet deal + no fee!!,2,2899.0,1/24,bed stuy
********1Bedroom Apartment // 1CUARTO APARTAMENTO******,1,1500.0,1/24,other
Large beautiful 3 bedroom/1.5bathroom,3,2600.0,1/24,other
Cozy 3 bedroom in Bay Ridge,3,2600.0,1/24,brooklyn
"$3,9oo 3Bed 2Bath DUPLEX w/Yard+Deck+Garden+Dishwasher+W/D.Hookups+...",3,3.0,1/24,other
COZY 2 BEDROOM,2,1800.0,1/24,other
4 bedroom at a 3 bedroom price,4,2400.0,1/24,other
PRE-WAR * 2 BR *** AMAZING DEAL *** NO FEE,2,3200.0,1/24,other
PACIFIC ST @ BARCLAYS__2 BR__$3400__Park Slope Prospect Heights,2,3400.0,1/24,other
🌟 Brand New 2 Bed unit by Brooklyn College! Laundry in-Unit! $2500,2,2500.0,1/24,other
🌟Massive Crown Heights 3 bed 2 bath! $3150!,3,3150.0,1/24,crown heights
@BARCLAYS__$3400__2BR__PACIFIC ST__Park Slope Prospect Heights,2,3400.0,1/24,other
**STUNNING LUXURY 3 BED/ 1.5 BATH APARTMENT IN PRIME BUSHWICK*NO FEE**,3,3250.0,1/24,buschwick
4 Bed/2 Bath/in Amenities-converted school-AC/GYM/ROOF/Courtyard/nofee,4,5800.0,1/24,other
4 Bed 3 baths Huge Patio East 18  A Must See *Jan 1 showing now No Fee,4,7895.0,1/24,other
3 Bed/2 Bath/in Amenities-converted school-AC/GYM/ROOF/Courtyard/nofee,3,5300.0,1/24,other
MASSIVE 2 Bed 2 Bath Plus Office,2,2800.0,1/24,buschwick
Lofted 4 Bed 2 Bath!!! Natural Light,4,5000.0,1/24,other
LARGE 2 Bed Plus Office in the Heart of Bedstuy!!,2,2700.0,1/24,bed stuy
Spacious 3 Bed 2 Bath!! Steps away from M train,3,3200.0,1/24,other
DOUGLASS/5TH AVE__4 BRs__WASHER-DRYER_____BARCLAYS_Prospect PARK SLOPE,4,4400.0,1/24,other
"1 BED! STYLISH KITCHEN WITH A DISHWASHER, BIKE STORAGE, ELEVATORS",1,3600.0,1/24,other
"2 BED FEATURES A BALCONY HARDWOOD FLOORS, HIGH CEILINGS TONS OF NATURA",2,3700.0,1/24,buschwick
Fast and easy approval  large 1 bed newly renovated,1,2095.0,1/24,other
"in quiet residential area of Yonkers,large 1 bed apartment!",1,1600.0,1/24,other
"In ""Pelham Bay"" area,large 3 bed apt,all utilities included!",3,2700.0,1/24,other
"In pelham pkway..1 bedroom apt,available!",1,1850.0,1/24,other
🔥Crown Heights🔥LUXURY NEW🔥3BR/LAUNDRY🔥GYM Balcony/NO FEE 2/5 TRAIN,3,2599.0,1/24,crown heights
3 bedroom apt for rent,3,3188.0,1/24,other
2 BED FLEX 3 FIDI DOORMAN BUILDING,2,5500.0,1/24,financial district
1 Bedroom Apartment for Rent,1,1650.0,1/24,other
3 BED 2 BATH FLEX 4,3,7890.0,1/24,financial district
A home for everyone - even your pets! Pet friendly 2 bed / 2 bath!,2,3545.0,1/24,other
"$2,8oo 2Bed 1Bath ~ 1st Floor ~ 1000sqr feet",2,2.0,1/24,other
*STUNNING 3 BED 1 BATH IN CROWN HEIGHTS FOR A SWEET PRICE! NO FEE!*,3,2500.0,1/24,crown heights
*STUNNING 2 BED 1 BATH IN LUXURY BUILDING! LOTS OF AMENITIES NO FEE!*,2,2400.0,1/24,other
GORGEOUS 1 BED 1 BATH IN CLINTON HILL FOR A SWEET PRICE! NO FEE!,1,2300.0,1/24,other
GORGEOUS 3 BED 2 BATH IN CROWN HEIGHTS!! IN-UNIT W/D & PRIVATE BALCONY,3,2900.0,1/24,crown heights
MASSIVE 3 BED 1 BATH BROWNSTONE IN BEDSTUY FOR A SWEET PRICE! NO FEE!,3,3150.0,1/24,bed stuy
FURNISHED 2 Bed+PRIVATE YARD+Exposed Brick,2,3800.0,1/24,bed stuy
UNDER PRICE!  2 BEDROOM IN BUSHWICK NEXT TO L TRAIN,2,2600.0,1/24,buschwick
CLINTONHILL//2 BEDROOM 1.5 BATHROOM/HUGE BASEMTNT// BACKYARD//NO FEE,2,3000.0,1/24,other
UNDER PRICE! SPACIOUS 4 BEDROOM 1.5 BATH**NO FEE,4,3000.0,1/24,crown heights
Newly renovated 4BR 2 Bath Duplex apt in a private home,4,3300.0,1/24,other
"Great Value*True 3 bed & 2 bath, Great natural light, lots of closet s",3,2700.0,1/24,crown heights
Bright 3BR with private elevator on 27th Street in LIC!,3,4200.0,1/24,other
Spacious 2br With Laundry Near Myrtle-Broadway,2,3195.0,1/24,buschwick
BARGAIN KIPS BAY TRUE 1 BED STUNNER_LNDRY BLDG - GREAT LOCATION/ FIND!,1,2595.0,1/24,other
$1800 1 bedroom apartment for rent,1,1800.0,1/24,other
1 and 2 Bedroom Apartments Available (NO BROKERS FEE),2,1600.0,1/24,other
RECENTLY RENOVATED LARGE 3 BED APT!SUNNY!,3,2450.0,1/24,other
Renovated 2 Bedroom With In-Unit Laundry,2,3400.0,1/24,other
RARE LOFTY FLOOR THRU MIDTOWN EAST 2 BED + PRIVATE TERRACE_GREAT FIND!,2,3595.0,1/24,other
BRIGHT NOLITA CORNER 3 BED STUNNER__PRIME LOCATION!,3,4995.0,1/24,other
TRANQUIL SUN SWEPT WV 1 BED OASIS___PRIME LOCATION - A STEAL!,1,3995.0,1/24,other
AWESOME BRIGHT WV TRUE 1 BED STUNNER + W/D IN UNIT - A STEAL!!!,1,3495.0,1/24,other
BARGAIN BRIGHT GRAMERCY 2 BED STUNNER - PRIME LOCATION - A STEAL!!!,2,2995.0,1/24,other
SUN SWEPT GUTTED WV 1 BED OASIS___LNDRY/ ROOF DECK BLDG - RARE FIND,1,3995.0,1/24,other
SPACIOUS LES 1 BED DIGS - PRIME LOCATION - RARE FIND,1,2750.0,1/24,other
RARE EV 2 BED/ 1.5 BATH DUPLEX + BACKYARD_ELEV/ LNDRY/ ROOF DECK BLDG!,2,3495.0,1/24,other
2 BEDROOM 1 BATH 1 BLOCK FROM 3 TRAIN,2,2500.0,1/24,other
Available Now!!! 2 bed near Utica Ave 3/4 train.,2,2350.0,1/24,crown heights
Get Cozy In this 2 Bed DEAL!!!!,2,2000.0,1/24,other
3 Bedroom & 2 bath spacious apartment in private residential house,3,3100.0,1/24,other
🟥BEDSTUY🟩Sunny 4BR/2BATH Laundry In Apt @/J/M/Z TRAIN No Fee,4,3195.0,1/23,bed stuy
"*NO FEE+1 Month FREE* GORGEOUS 1 bedroom, Doorman, Elevator, Laundry",1,3692.0,1/23,other
ONE MONTH OFF: Spacious 2 BR with Central Park Views,2,3995.0,1/23,other
HUGE 1 BR*Doormen Building*Balcony*Must See!!!,1,5600.0,1/23,other
beatiful 4 bedroom duplex,4,2800.0,1/23,other
NO FEE LUXURY 1 BEDROOM in FINANCIAL DISTRICT,1,4275.0,1/23,financial district
54th Street 1 Bedroom 1 Bathroom 1/2 Month Rent Free,1,4212.0,1/23,other
Large 2 Bedrooms with New Kitchen on Top Floor Overlooking the Park,2,2795.0,1/23,other
"Spacious 2br/1ba available for Feb 1 move in, Laundry, Outdoor area",2,3000.0,1/23,buschwick
"Bronx, 1 Br, 1 Bath   4th Fl",1,1900.0,1/23,other
Beautiful ( 2 Bed ) Duplex W/ Roof Deck ! Easy Access to A/C/J/L Train,2,2300.0,1/23,other
3br 2ba Full gut reno with shared courtyard in Prime West Vil!,3,8500.0,1/23,other
Charming Crown Heights 2 Bedroom w Renovated Bathroom Kitchen,2,2700.0,1/23,crown heights
BRAND NEW! 2 Bedroom apartment in Bay Ridge - 5th ave & 81st Street,2,2600.0,1/23,other
BRAND NEW! 3 Bedroom apartment in Bay Ridge - 5th ave & 81st Street,3,3000.0,1/23,other
"FOR YOU ONLY ""THE BEST!"" MINT 1BR-ELEV/LNDRY-GRAN-SS-DW-QN BR-CNTRL PK",1,2500.0,1/23,other
Spacious 2 bed 1 bath unit in Bushwick W/d in bldg + furnished rooftop,2,2600.0,1/23,buschwick
------->NO FEE------LUXURY DEVELOPMENT 2 BED 1 BATH----WATERFRONT----5,2,5100.0,1/23,other
"2 BED / 1 BATH DISHWASHER, STONE COUNTERTOPS, PRIVATE ROOF DECK",2,4100.0,1/23,other
"Classic 1 bed in Gramercy Park. Big, Bright, Beautiful .See 3D Tour",1,3695.0,1/23,other
Newly renovated 2 bedrooms with parking,2,2600.0,1/23,other
Best Deal | Massive 3Beds in Bushwick + Hardwood Floors,3,2899.0,1/23,brooklyn
Live / work Soho 5 bedroom 2 bath loft,5,15000.0,1/23,other
Jones/Bleecker WV. Large 1 bed (convert 2) with Private Backyard Space,1,3500.0,1/23,other
Crown Heights Renovated 3 Bed 2 Bath,3,4000.0,1/23,crown heights
Renovated specious 2 bed 1 bath prime Bed - Stuy,2,2600.0,1/23,brooklyn
Brand New Luxury 1 Bed Fort Greene Best Deal In Town NO FEE,1,3695.0,1/23,other
Prime Kensington 2 Bedroom,2,2000.0,1/23,other
Pacific St_2BR @ BARCLAYS__PARK SLOPE BOERUM HILL PROSPECT HEIGHTS,2,3400.0,1/23,other
Huge and Charming Bedford Stuyvesant Prewar 1 Bedroom,1,2600.0,1/23,bed stuy
No Fee 3bed/1bath in Stuy Heights,3,3250.0,1/23,brooklyn
No Fee 3bed/2bath duplex w/d in unit,3,3800.0,1/23,brooklyn
S. Williamsburg Prewar Renovated 3 Bed 2 Full Bathroom,3,4000.0,1/23,other
Unreal Beautiful Brand New Luxury 1 Bed Prospect Heights NO FEE,1,4490.0,1/23,other
Giant Prewar Bedford Stuyvesant 2 Bedroom,2,2000.0,1/23,bed stuy
Renovated Bedford Stuyvesant 2 Bedroom Corner Windows,2,2600.0,1/23,bed stuy
"3 br apts. in Jersey City -mins to Manhattan,near train.",3,2800.0,1/23,other
Stunning Brand New Massive Prospect Heights 2 Bed 2 Bath NO FEE,2,6495.0,1/23,other
"Gorgeous 1 Bed in Renovated Building w/ Backyard, Rood & Laundry!",1,2499.0,1/23,buschwick
MASSIVE 2 Bed w/ Balcony in NEW Luxury Building!,2,3345.0,1/23,bed stuy
2 Bed 2 Bath w/ Private Outdoor Space + Laundry!,2,2499.0,1/23,other
Grogeous 2 Bed w/ Private Terrace and Laundry near Prospect Park!,2,2499.0,1/23,other
Gorgeous 3 Bed with Private Balcony available!,3,2850.0,1/23,other
"3 Bed 2 Bath Duplex w/ Laundry, Roof Deck, Game Room, & Gym!",3,3599.0,1/23,other
2 Bed 2 Bath Duplex w/ Private Terrace + in-unit Washer & Dryer!,2,3395.0,1/23,crown heights
Gorgeous 3 Bed Duplex in Williamsburg w/ in-unit Laundry!,3,4646.0,1/23,other
Williamsburg - Large 1 Bedroom with Office (2nd BR) - Heat included,1,2750.0,1/23,other
E. Williamsburg / Bushwick - Beautiful 2 Bed /2 Bath - No fee,2,3100.0,1/23,other
"$3,2oo 3Bed 2Bath w/BBQ.Pit+Yard+2.Balconies+Parking PETS OK!",3,3.0,1/23,other
STUNNING BRIGHT 2BED/1BATH APARTMENT,2,3599.0,1/23,other
2 Bed | 2 Bath with Yard! Great Location!,2,2500.0,1/23,other
Huge king 2bed/2bath w/ w/d in unit+elevator+doorman+parking+more!,2,4000.0,1/23,bed stuy
Charming New 2 Bedroom Avail IMMED.  No LVRM.   Roommates OK! -W 46th,2,2995.0,1/23,other
"Huge 3 bedroom 1.5 bath plus H/O private outdoor, w/d & 1 parking spot",3,3200.0,1/23,other
4 Bed 1.5 Bath w/Skylight,4,3675.0,1/23,other
Cozy and Spacious 3BR in MorningSide,3,3495.0,1/23,other
2 bed 1 Bath in Historic🧱 Upper West Side!,2,3100.0,1/23,other
2 BR + Office apt w/ Amazing Light☀️great closet space🌲,2,3250.0,1/23,other
LARGE 2 BEDROOM------------CHIMENY-----------HARDWOOD FLOORS---------H,2,2000.0,1/23,other
"Renovated 2 bedroom with island, large closets, central air",2,2199.0,1/23,brooklyn
1 Bedroom/1 Bathroom with renovated kitchen and bathroom on 3rd floor,1,2600.0,1/23,other
NICE JR. 1 BEDROOM IN WELL KEPT BUILDING NEAR ALL,1,1650.0,1/23,other
$3300  - Gutted and fully Renovated 2Br 1Ba in Morningside,2,3300.0,1/23,other
MASSIVE 3 BED 1 BATH BROWNSTONE IN BEDSTUY FOR A SWEET PRICE! NO FEE!,3,3150.0,1/23,bed stuy
5 Bed 2 Bath with,5,4500.0,1/23,other
Brand New Ground Floor 3 Bedroom Apartment for Hasa!,3,3000.0,1/23,other
Brand New Ground Floor 2 Bedroom Apartment for Hasa!,2,2450.0,1/23,other
Gorgeous Williamsburg 2 Bed w PRIVATE TERRACE,2,4102.0,1/23,other
$3495 - 3 Bedroom Apartment with clever layout in Morningside Heights,3,3495.0,1/23,other
Spacious 3 Bed 2 Bath!! Steps away from M train,3,3200.0,1/23,other
Large 2 Bedroom Apartment!,2,1800.0,1/23,other
"Beautiful, sunlit 1 Bedroom 1 bath in Hell's Kitchen",1,2550.0,1/23,other
Large 3 Bedroom Apartment- Available for Rent!,3,2180.0,1/23,other
Beautiful 3 bedroom apartment- for Hasa!,3,3000.0,1/23,other
1 Bedroom Basement Apartment! $1500 !LAURELTON!,1,1500.0,1/23,other
3.5 Bedroom / 2.5 Bath w/ huge Basement + Backyard,5,3800.0,1/23,other
Large Ground Floor 3 Bedroom Apartment For HASA,3,3000.0,1/23,other
FURNISHED 12 MONTH 1 BED 24H DOORMAN  FIDI,1,4000.0,1/23,financial district
HUGE 2 BED 1 BATH IN BUSHWICK FOR A GREAT PRICE! LOTS OF LIGHT & SPACE,2,2600.0,1/23,buschwick
LARGE 2 Bed Plus Office in the Heart of Bedstuy!!,2,2700.0,1/23,bed stuy
Spacious and Bright 3 bedroom 1 bath + Private backyard,3,2650.0,1/23,buschwick
MASSIVE 2 Bed 2 Bath Plus Office,2,2800.0,1/23,buschwick
MASSIVE 3 BEDROOM 1 BATH** LAUNDRY IN UNIT**NO FEE,3,3100.0,1/23,other
"Chic Loft-Like 2 Bed, 2 Bath + Balcony in Soho. Luxury Building. NO Fe",2,15250.0,1/23,other
MASSIVE PENTHOUSE. 4Bed/4Bath. UWS. NYC Chic Look. No Fee!,4,16500.0,1/23,other
Lofted 4 Bed 2 Bath!!! Natural Light,4,5000.0,1/23,other
Gorgeous 1bedroom/1bathroom unit,1,4195.0,1/23,other
Spacious 2 Bed 2 Bath NO FEE + Office space,2,2800.0,1/23,brooklyn
Large 2 Bedrooms with a private Backyard| NO FEE,2,2799.0,1/23,buschwick
LUXURY 2 Bed in Fidi.  Amazing City + River Views!!,2,7860.0,1/23,financial district
2 Bed 1 Bath PH + MASSIVE Private Roofdeck,2,3000.0,1/23,bed stuy
UNDER PRICE! SPACIOUS 4 BEDROOM 1.5 BATH**NO FEE,4,3000.0,1/23,crown heights
🌟 Stunning 1 Bedroom apartment W/D in-Unit! $2200,1,2200.0,1/23,other
MASSIVE 3 BED 2 Bath!! W/D IN UNIT!!,3,3200.0,1/23,brooklyn
🌟 Massive 3 Bedroom Apartment! Prospect Park! King sized room! $2900,3,2900.0,1/23,brooklyn
🌟 Brand New 2 Bed unit by Brooklyn College! Laundry in-Unit! $2500,2,2500.0,1/23,other
🌟Massive Crown Heights 3 bed 2 bath! $3150!,3,3150.0,1/23,crown heights
$2900 - Beautiful 2 Bedroom apartment in Washington Heights,2,2900.0,1/23,other
No Fee 4 Bed/ 2 Bath Duplex Apartment in Boerum Hill,4,5000.0,1/23,other
LARGE 1 BED 1 BATH- DOORMAN BLDG- NO FEE,1,2695.0,1/23,other
Spacious 1 bedroom Duplex in Crown Heights,1,2300.0,1/23,brooklyn
AFFORDABLE RENOVATED HARLEM 1 BED 1 BATH- NO FEE,1,2600.0,1/23,other
"2BR DUPLEX near LIRR and #7Train,NEWkit/DISH,2BathsWASH/DRY,officeYARD",2,3000.0,1/23,other
Run don't Walk-to this charming 2 Bed,2,3295.0,1/23,other
"3BR,GRANITEkit,2fullBathsL-shapeDR/LR,WASHER/DRYER,C/AIR",3,2600.0,1/23,other
"HALF MONTH FEE3BRnearLIRR,Eat-n-Kit,L-ShapeDR/LR,1.5BathWOODfl,BALCONY",3,2400.0,1/23,other
"1BRwithYARD/DECK,NEW QUARTZkit/StainlessSteelAppl,WOODflrRENOVATEDbath",1,2300.0,1/23,other
"HALF MONTH FEE3BR,NEW QUARTZkit/STAINLESS STEELapp,NEWbathWOODfl,C/AIR",3,2700.0,1/23,other
2 bedroom apartment in Ridgewood-Open layout,2,2600.0,1/23,other
UNDER PRICE!  2 BEDROOM IN BUSHWICK NEXT TO L TRAIN,2,2600.0,1/23,buschwick
Lovely 1 bedroom,1,80.0,1/23,other
SPACIOUS & NEW 1BR Apt. w/ Balcony,1,3055.0,1/23,other
LARGE 2BED 1BATH- LAUNDRY IN UNIT! NO FEE!,2,2895.0,1/23,other
"2BR,YARD,near BAYSIDE LIRR,RENOVATED Kit and Bath,WOODflr,CENTRAL Air",2,2000.0,1/23,other
"FEE NEGOTIABLE,1BR near BAYSIDE LIRR,HUGE YARD for BBQ Grill, AbsentLL",1,1900.0,1/23,other
"1BR near BAYSIDE LIRR,NEWkit,NEWbath,HUGE BedroomNEW WOODflr,AbsentLL",1,1750.0,1/23,other
**STUNNING NEW 2 BED/ 1 BATH APT NEAR PROSPECT PARK**NO FEE**,2,3500.0,1/23,other
MASSIVE 2 BEDROOM 1.5 BATH PLUS A BASMENT**SHARED BACKYARD IN CLINTON HILL! NO F,2,3000.0,1/23,other
A BEAUTIFUL 2 bedroom in Staten Island!,2,2125.0,1/23,other
3 bedroom in Staten Island!,3,2350.0,1/23,other
1 bedroom apartment,1,1600.0,1/23,other
**NEWLY RENOVATED 1 BED/ 1 BATH APT NEAR PROSPECT PARK**NO FEE**,1,3000.0,1/23,other
NEWLY renovated 1 bedroom apartment in STATEN ISLAND,1,1800.0,1/23,other
BEAUTIFULLY renovated 1 bedroom apartment in STATEN ISLAND,1,1650.0,1/23,other
**GORGEOUS MASSIVE 4 BED/ 2 BATH APT IN PRIME BUSHWICK*NO FEE**,4,4125.0,1/23,buschwick
Charming 1 Bedroom in Kensington! Short walk to the F/G Trains!,1,2150.0,1/23,other
"Great Value*True 3 bed & 2 bath, Great natural light, lots of closet s",3,2600.0,1/23,crown heights
* 3 BED WITH MASTER BATHROOM * NATURAL LIGHT * SEPARATE KITCHEN,3,2599.0,1/23,brooklyn
jackson heights 1 bed elevator laundry rent stabilized,1,1750.0,1/23,other
"Beautiful 2 bedroom in prime location, close to all......",2,2700.0,1/23,other
LARGE NEW 3 BEDROOM 2 BATHROOMS. HASA WELCOME,3,3200.0,1/23,other
GORGEOUS 3 BED 2 BATH IN CROWN HEIGHTS!! IN-UNIT W/D & PRIVATE BALCONY,3,2900.0,1/23,crown heights
GORGEOUS 1 BED 1 BATH IN CLINTON HILL FOR A SWEET PRICE! NO FEE!,1,2300.0,1/23,other
*STUNNING 2 BED 1 BATH IN LUXURY BUILDING! LOTS OF AMENITIES NO FEE!*,2,2400.0,1/23,other
HUGE 4 BED 1.5 BATH IN CROWN HEIGHTS! SPACIOUS ROOMS W/ LOTS OF LIGHT,4,2750.0,1/23,crown heights
Large & Renovated 1BR w/ Dishwasher in Elevator/Laundry Bldg By Park,1,2295.0,1/23,other
1 Bedroom / 1 Bathroom,1,1700.0,1/23,other
Brand new building-studio-1 and 2 beds-elevator-gym-no fee,2,3799.0,1/23,other
"Spacious, Private 3 or 4 BR Apartment, Walk to Train",4,3800.0,1/23,other
Beautiful garden level 2 bed/1 bath residence backyard access PLG!,2,3000.0,1/23,other
No Brokers Fee! 2 bedroom apt in Stuy Heights $2800!,2,2800.0,1/23,other
🛑 (pet friendly) 1BR gr8 size {$2735} available now ☚☟☛ 👀,1,2735.0,1/23,other
4 bedroom at a 3 bedroom price,4,2400.0,1/23,other
Beautiful 1 Bedroom Apt in Pelham Bay,1,1700.0,1/23,other
Sunny Bed-Stuy 2 bed Close to AC train,2,3050.0,1/23,bed stuy
"in quiet residential area of Yonkers,large 1 bed apartment!",1,1600.0,1/23,other
"Large Bronx 1 bedroom apartment,ready to move in!",1,1650.0,1/23,other
"Large 2 bedrooms apt,quiet area,utilites included!",2,1700.0,1/23,other
Beautiful 2 Bedroom 2 Bathroom Duplex,2,3950.0,1/23,other
1bedroom apt,1,1550.0,1/23,brooklyn
Short term rental  Spacious 3 bed/ 2 bath apt in Bushwick,3,3300.0,1/23,buschwick
Large 1 Bedroom in Crown Heights! Video available!,1,1795.0,1/23,crown heights
UNDER PRICE!  2 BEDROOM IN BUSHWICK NEXT TO L TRAIN,2,2600.0,1/23,buschwick
4BEDROOM DUPLEX / ENDLESS NATURAL LIGHT / 2 BATHROOMS**NO FEE,4,5400.0,1/23,other
Spacious 3 bed 3 bath apt in Williamsburg,3,4800.0,1/23,other
**LARGE LIVIG ROOM** SPACIOUS 3 BEDROOM IN STUYVSANT HEIGHT***NO FEE,3,2700.0,1/23,other
SPACIOUS 4 BED / 2 BATH IN PRIME LOCATION ~ RIGHT OFF MYRTLE WYCKOFF,4,3800.0,1/23,other
GORGEOUS NEW 2 BED WITH LAUNDRY IN THE UNIT!! large living room,2,2500.0,1/23,other
West Village 2 Bedroom,2,4400.0,1/23,other
Seeking Roommate for my Renovated and Private 2 Bedroom Crown Heights,2,1350.0,1/23,crown heights
Renovated 3bed** New Kitchen** W/D*Parking,3,4000.0,1/23,other
3 Bedroom Apartment For Rent,3,-1.0,1/23,other
East Village 2 bedroom,2,2900.0,1/23,other
Upper East Side 2 Bedroom,2,3800.0,1/23,other
Newly renovated 2 bed 1 bath in Chelsea Available 3/1,2,4695.0,1/23,other
Luxury Massive Corner 3BR / 2BA Prime Midtown Unlimited River Views!,3,8850.0,1/23,other
XXL 3BR / 2BA Prime Midtown Soaring River Views 24hr Building!,3,8850.0,1/23,other
1 Bedroom Apartment For Rent,1,1650.0,1/23,other
Corner 3BR / 2BA Prime Midtown Unlimited River Views 24hr Lux Buildin!,3,8850.0,1/23,other
🛑PROSPECT PARK🟢NEW 2BR/Backyard/Laundry B/Q/2/5Train No Fee,2,2899.0,1/22,other
Unique 1 BR/1.5 BT with Private Backyard! in UWS,1,4500.0,1/22,other
Recently Renovated 2BR/2BT w/ Private Rooftop! IN UWS,2,5500.0,1/22,other
Cozy and Spacious 1BR/2BATH in Bloomingdale,1,3900.0,1/22,other
🌟 Brand New 2 Bed unit by Brooklyn College! Laundry in-Unit! $2500,2,2500.0,1/22,other
🌟Massive Crown Heights 3 bed 2 bath! $3150!,3,3150.0,1/22,crown heights
Myrtle/Wyckoff___2br $2250___Bushwick Ridgewood Bed Stuy Crown Heights,2,2250.0,1/22,buschwick
"Lovely, Spacious 3 bed, 2 bath Rental",3,2500.0,1/22,brooklyn
2 BEDROOM YONKERS = BASEMENT STUDIO,2,1950.0,1/22,other
"3 beds/1 bath $2,200",3,2200.0,1/22,other
"NO FEE Newly Renovated 2 Bedroom w/ W/D In Unit, Office, AC3 Trains",2,3000.0,1/22,crown heights
Completely Renovated New 2Bedroom/1 Bath,2,2800.0,1/22,other
"*NO FEE* Flex 3 bed/2 bath, Laundry, Near Union Square",3,5495.0,1/22,other
_____Large 1 bed convert 2bed/Office________24/7 doorman__________,1,3500.0,1/22,other
spacious 2 bed/1 bed PLG- NO Fee,2,2600.0,1/22,other
No fee- Spacious 1 Bed/1.5 duplex- Greenpoint,1,4000.0,1/22,brooklyn
No Fee Spacious 2 bedroom- Flatbush Ave,2,2500.0,1/22,brooklyn
Luxury Building (PLG) 1BED+ Doorman+Parking+Elevator+Pool &More,1,2862.0,1/22,brooklyn
1 bed room for rent,1,1950.0,1/22,brooklyn
Massive 4Beds/2.5Baths Duplex + Laundry + Dishwasher + Hardwood Floors,4,3667.0,1/22,other
2 bed unit,2,2575.0,1/22,brooklyn
FLATBUSH HUGE & MODERN 2 BEDROOM $2500,2,2500.0,1/22,brooklyn
Gorgeous 2 bed/1 bath sun-filled residence. Brand new renovations,2,2250.0,1/22,other
2 Bedroom Apartment Available for Rent,2,1950.0,1/22,other
"Spacious 2 bedroom in Inwood, MUST SEE!!! 2bd/1ba",2,2445.0,1/22,other
No Fee! Sun-Filled 3 Bed 2 Bath W/D in Unit + Private Outdoor Space,3,5200.0,1/22,other
Apt for Rent 1 Bedroom walk in w/backyard and parking,1,1900.0,1/22,other
No Fee - Huge 4 Bed 1.5 Bath Duplex W/D in Unit - Private Outdoor Space,4,5800.0,1/22,other
PARK SLOPE - Lux 1 Bed with Kitchen island + Dishwasher+ Elevator+Gym,1,3208.0,1/22,brooklyn
No Fee! 1Bed 1 Bath W/D in Unit - Private Outdoor Space,1,2995.0,1/22,other
"For Rent: 3 bedroom in private house $3,000",3,3000.0,1/22,other
No Fee! Spacious 2 Bed 1 Bath W/D in Unit - Heart of East Village,2,3495.0,1/22,other
No Broker Fee! BRAND NEW 4 BR HUGE APT!!!,4,2950.0,1/22,other
Huge new 2 bed w/massive living/gym/roof/AC/,2,4216.0,1/22,other
